District,Crop,Area,Production,Yield
Jamnagar,COTTON,315,616,298
Jamnagar,COTTON,235,380,197
Jamnagar,COTTON,204,350,214
Jamnagar,COTTON,228,399,269
Jamnagar,COTTON,205,189,157
Jamnagar,COTTON,177,203,195
Jamnagar,COTTON,144,250,295
Jamnagar,COTTON,259,576,378
Jamnagar,COTTON,299,423,241
Jamnagar,COTTON,72,65,153
Jamnagar,COTTON,330,1437,740
Jamnagar,COTTON,285,623,372
Jamnagar,COTTON,232,435,319
Jamnagar,COTTON,216,379,298
Jamnagar,COTTON,287,655,388
Jamnagar,COTTON,239,425,302
Jamnagar,COTTON,307,805,446
Jamnagar,COTTON,385,908,401
Jamnagar,COTTON,375,982,445
Jamnagar,COTTON,417,1157,472
Jamnagar,COTTON,476,2061,736
Jamnagar,COTTON,360,481,227
Jamnagar,COTTON,318,222,119
Jamnagar,COTTON,372,508,232
Jamnagar,COTTON,297,246,141
Jamnagar,COTTON,320,1879,998
Jamnagar,COTTON,467,2567,934
Jamnagar,COTTON,921,4945,913
Jamnagar,COTTON,1730,8829,868
Jamnagar,COTTON,1855,8344,765
Jamnagar,COTTON,1424,5879,702
Junagadh,COTTON,657,573,157
Junagadh,COTTON,342,271,138
Junagadh,COTTON,328,540,186
Junagadh,COTTON,473,535,204
Junagadh,COTTON,321,360,202
Junagadh,COTTON,410,458,201
Junagadh,COTTON,332,257,139
Junagadh,COTTON,382,491,231
Junagadh,COTTON,352,310,159
Junagadh,COTTON,467,516,199
Junagadh,COTTON,390,453,304
Junagadh,COTTON,484,835,463
Junagadh,COTTON,471,411,217
Junagadh,COTTON,469,590,426
Junagadh,COTTON,310,308,214
Junagadh,COTTON,371,399,319
Junagadh,COTTON,393,530,329
Junagadh,COTTON,396,675,433
Junagadh,COTTON,403,786,442
Junagadh,COTTON,374,604,362
Junagadh,COTTON,358,614,377
Junagadh,COTTON,278,486,289
Junagadh,COTTON,316,394,212
Junagadh,COTTON,208,312,255
Junagadh,COTTON,208,487,398
Junagadh,COTTON,294,626,362
Junagadh,COTTON,228,577,430
Junagadh,COTTON,50,70,238
Junagadh,COTTON,307,683,378
Junagadh,COTTON,158,409,440
Junagadh,COTTON,111,239,366
Junagadh,COTTON,125,359,488
Junagadh,COTTON,212,521,418
Junagadh,COTTON,184,328,303
Junagadh,COTTON,217,532,417
Junagadh,COTTON,357,761,362
Junagadh,COTTON,327,635,330
Junagadh,COTTON,325,1053,551
Junagadh,COTTON,222,947,725
Junagadh,COTTON,175,397,386
Junagadh,COTTON,448,693,263
Junagadh,COTTON,358,583,277
Junagadh,COTTON,204,389,325
Junagadh,COTTON,192,993,879
Junagadh,COTTON,249,1401,957
Junagadh,COTTON,381,2624,1171
Junagadh,COTTON,491,2429,841
Junagadh,COTTON,587,2401,695
Junagadh,COTTON,425,1930,772
Kutchh,COTTON,773,346,109
Kutchh,COTTON,1066,651,574
Kutchh,COTTON,733,371,91
Kutchh,COTTON,406,143,63
Kutchh,COTTON,778,630,146
Kutchh,COTTON,746,571,138
Kutchh,COTTON,579,449,139
Kutchh,COTTON,627,689,197
Kutchh,COTTON,573,394,124
Kutchh,COTTON,250,277,199
Kutchh,COTTON,472,920,351
Kutchh,COTTON,531,422,143
Kutchh,COTTON,344,301,137
Kutchh,COTTON,510,753,265
Kutchh,COTTON,187,186,314
Kutchh,COTTON,633,932,250
Kutchh,COTTON,653,1122,292
Kutchh,COTTON,1299,1552,203
Kutchh,COTTON,1008,1240,209
Kutchh,COTTON,1164,962,140
Kutchh,COTTON,572,438,130
Kutchh,COTTON,777,636,139
Kutchh,COTTON,651,363,95
Kutchh,COTTON,759,412,92
Kutchh,COTTON,762,975,217
Kutchh,COTTON,742,577,132
Kutchh,COTTON,495,107,37
Kutchh,COTTON,7,7,161
Kutchh,COTTON,453,1095,411
Kutchh,COTTON,608,815,228
Kutchh,COTTON,596,728,208
Kutchh,COTTON,501,537,182
Kutchh,COTTON,311,551,301
Kutchh,COTTON,283,464,279
Kutchh,COTTON,484,734,258
Kutchh,COTTON,624,987,269
Kutchh,COTTON,825,757,156
Kutchh,COTTON,502,822,278
Kutchh,COTTON,480,1190,421
Kutchh,COTTON,200,515,438
Kutchh,COTTON,443,702,269
Kutchh,COTTON,583,957,279
Kutchh,COTTON,409,617,256
Kutchh,COTTON,402,994,420
Kutchh,COTTON,547,1217,378
Kutchh,COTTON,404,1393,586
Kutchh,COTTON,639,2021,538
Kutchh,COTTON,569,2414,721
Kutchh,COTTON,675,2616,659
Rajkot,COTTON,997,601,109
Rajkot,COTTON,744,533,126
Rajkot,COTTON,812,437,96
Rajkot,COTTON,926,511,99
Rajkot,COTTON,1054,1216,208
Rajkot,COTTON,928,780,151
Rajkot,COTTON,934,768,148
Rajkot,COTTON,856,1078,226
Rajkot,COTTON,937,998,192
Rajkot,COTTON,1086,843,140
Rajkot,COTTON,830,1053,228
Rajkot,COTTON,977,1398,258
Rajkot,COTTON,974,597,110
Rajkot,COTTON,1072,619,104
Rajkot,COTTON,630,401,115
Rajkot,COTTON,1092,1209,188
Rajkot,COTTON,1530,1868,207
Rajkot,COTTON,1530,2494,277
Rajkot,COTTON,1490,2805,320
Rajkot,COTTON,1406,2092,253
Rajkot,COTTON,1308,1507,196
Rajkot,COTTON,1422,2506,299
Rajkot,COTTON,1519,2154,241
Rajkot,COTTON,1265,1100,149
Rajkot,COTTON,1361,2521,315
Rajkot,COTTON,1424,2428,290
Rajkot,COTTON,1450,1493,175
Rajkot,COTTON,800,211,45
Rajkot,COTTON,1334,2161,275
Rajkot,COTTON,1290,2457,324
Rajkot,COTTON,959,1631,289
Rajkot,COTTON,1087,1699,266
Rajkot,COTTON,1158,3034,445
Rajkot,COTTON,872,1390,271
Rajkot,COTTON,1163,3339,488
Rajkot,COTTON,1222,3179,442
Rajkot,COTTON,1516,4944,554
Rajkot,COTTON,1438,5288,625
Rajkot,COTTON,1531,5676,630
Rajkot,COTTON,1494,2303,262
Rajkot,COTTON,1805,700,66
Rajkot,COTTON,2023,2117,177
Rajkot,COTTON,1781,734,70
Rajkot,COTTON,1681,10118,1023
Rajkot,COTTON,2028,10683,896
Rajkot,COTTON,2210,13348,1027
Rajkot,COTTON,3100,15388,844
Rajkot,COTTON,2818,14873,897
Rajkot,COTTON,2450,11226,779
Surendranagar,COTTON,3002,1701,102
Surendranagar,COTTON,2652,1828,120
Surendranagar,COTTON,2739,1262,83
Surendranagar,COTTON,2810,1510,97
Surendranagar,COTTON,3126,1813,104
Surendranagar,COTTON,3022,2225,132
Surendranagar,COTTON,2904,2416,150
Surendranagar,COTTON,2887,2070,129
Surendranagar,COTTON,3131,1917,110
Surendranagar,COTTON,3107,1006,58
Surendranagar,COTTON,2838,1982,126
Surendranagar,COTTON,3366,2900,155
Surendranagar,COTTON,3212,582,33
Surendranagar,COTTON,3051,2271,134
Surendranagar,COTTON,2791,1231,79
Surendranagar,COTTON,3001,2862,139
Surendranagar,COTTON,3451,2357,116
Surendranagar,COTTON,3530,2992,144
Surendranagar,COTTON,3464,3067,150
Surendranagar,COTTON,3715,3612,165
Surendranagar,COTTON,3571,2438,116
Surendranagar,COTTON,3587,4161,197
Surendranagar,COTTON,3238,2563,135
Surendranagar,COTTON,3669,2825,131
Surendranagar,COTTON,3666,3720,173
Surendranagar,COTTON,3196,3209,171
Surendranagar,COTTON,3301,1042,54
Surendranagar,COTTON,1532,222,25
Surendranagar,COTTON,2699,2405,151
Surendranagar,COTTON,2944,3309,191
Surendranagar,COTTON,2026,2600,218
Surendranagar,COTTON,3178,2012,108
Surendranagar,COTTON,3098,4434,243
Surendranagar,COTTON,3366,4145,209
Surendranagar,COTTON,3530,4681,225
Surendranagar,COTTON,3799,3713,166
Surendranagar,COTTON,3812,4774,213
Surendranagar,COTTON,3982,7000,299
Surendranagar,COTTON,4090,7555,322
Surendranagar,COTTON,3768,4084,184
Surendranagar,COTTON,3775,1813,82
Surendranagar,COTTON,4232,3961,159
Surendranagar,COTTON,4201,2540,103
Surendranagar,COTTON,3845,6125,271
Surendranagar,COTTON,4071,9760,408
Surendranagar,COTTON,4226,9833,396
Surendranagar,COTTON,4341,10765,422
Surendranagar,COTTON,4482,11699,444
Surendranagar,COTTON,4487,8303,315
Ahmedabad,CASTOR,25,6,230
Ahmedabad,CASTOR,22,5,219
Ahmedabad,CASTOR,41,8,213
Ahmedabad,CASTOR,22,5,227
Ahmedabad,CASTOR,31,6,196
Ahmedabad,CASTOR,25,6,252
Ahmedabad,CASTOR,31,8,256
Ahmedabad,CASTOR,34,14,419
Ahmedabad,CASTOR,32,15,486
Ahmedabad,CASTOR,22,7,339
Ahmedabad,CASTOR,24,22,787
Ahmedabad,CASTOR,18,17,705
Ahmedabad,CASTOR,21,19,1232
Ahmedabad,CASTOR,18,18,871
Ahmedabad,CASTOR,17,13,356
Ahmedabad,CASTOR,24,18,424
Ahmedabad,CASTOR,35,36,1077
Ahmedabad,CASTOR,40,36,620
Ahmedabad,CASTOR,33,35,949
Ahmedabad,CASTOR,41,43,1314
Ahmedabad,CASTOR,88,104,1498
Ahmedabad,CASTOR,158,142,520
Ahmedabad,CASTOR,211,246,1167
Ahmedabad,CASTOR,209,250,1200
Ahmedabad,CASTOR,263,375,1429
Ahmedabad,CASTOR,218,119,545
Ahmedabad,CASTOR,243,101,415
Ahmedabad,CASTOR,103,64,625
Ahmedabad,CASTOR,174,238,1366
Ahmedabad,CASTOR,261,359,1376
Ahmedabad,CASTOR,315,446,1419
Ahmedabad,CASTOR,271,349,1285
Ahmedabad,CASTOR,247,296,1199
Ahmedabad,CASTOR,262,358,1363
Ahmedabad,CASTOR,261,303,1164
Ahmedabad,CASTOR,259,309,1193
Ahmedabad,CASTOR,234,351,1500
Ahmedabad,CASTOR,243,355,1459
Ahmedabad,CASTOR,285,652,2285
Ahmedabad,CASTOR,315,587,1860
Ahmedabad,CASTOR,302,314,1040
Ahmedabad,CASTOR,149,168,1128
Ahmedabad,CASTOR,104,89,856
Ahmedabad,CASTOR,57,77,1359
Ahmedabad,CASTOR,91,141,1553
Ahmedabad,CASTOR,145,215,1484
Ahmedabad,CASTOR,128,213,1668
Ahmedabad,CASTOR,113,175,1549
Ahmedabad,CASTOR,159,285,1792
Banaskantha,CASTOR,151,43,280
Banaskantha,CASTOR,214,60,280
Banaskantha,CASTOR,190,53,280
Banaskantha,CASTOR,178,55,309
Banaskantha,CASTOR,128,46,359
Banaskantha,CASTOR,145,47,325
Banaskantha,CASTOR,141,18,122
Banaskantha,CASTOR,153,69,453
Banaskantha,CASTOR,103,23,220
Banaskantha,CASTOR,99,3,26
Banaskantha,CASTOR,117,82,694
Banaskantha,CASTOR,130,92,704
Banaskantha,CASTOR,137,38,279
Banaskantha,CASTOR,133,87,856
Banaskantha,CASTOR,97,30,305
Banaskantha,CASTOR,174,178,1023
Banaskantha,CASTOR,197,229,1165
Banaskantha,CASTOR,259,467,1801
Banaskantha,CASTOR,214,317,1477
Banaskantha,CASTOR,334,500,1498
Banaskantha,CASTOR,436,430,987
Banaskantha,CASTOR,555,739,1332
Banaskantha,CASTOR,606,670,1106
Banaskantha,CASTOR,653,1097,1679
Banaskantha,CASTOR,707,1109,1568
Banaskantha,CASTOR,679,671,989
Banaskantha,CASTOR,705,644,913
Banaskantha,CASTOR,103,159,1535
Banaskantha,CASTOR,572,991,1731
Banaskantha,CASTOR,544,772,1418
Banaskantha,CASTOR,606,1176,1945
Banaskantha,CASTOR,445,895,2011
Banaskantha,CASTOR,483,925,1914
Banaskantha,CASTOR,570,1159,2034
Banaskantha,CASTOR,516,1056,2047
Banaskantha,CASTOR,567,1036,1828
Banaskantha,CASTOR,635,1210,1907
Banaskantha,CASTOR,621,1246,2007
Banaskantha,CASTOR,609,1097,1803
Banaskantha,CASTOR,811,1842,2270
Banaskantha,CASTOR,1261,2442,1936
Banaskantha,CASTOR,622,1471,2365
Banaskantha,CASTOR,541,689,1291
Banaskantha,CASTOR,638,1329,2084
Banaskantha,CASTOR,735,1259,1712
Banaskantha,CASTOR,817,1743,2132
Banaskantha,CASTOR,596,925,1552
Banaskantha,CASTOR,608,1353,2225
Banaskantha,CASTOR,827,1784,2159
Vadodara,CASTOR,8,3,342
Vadodara,CASTOR,9,3,275
Vadodara,CASTOR,8,3,364
Vadodara,CASTOR,7,3,429
Vadodara,CASTOR,11,4,381
Vadodara,CASTOR,7,2,342
Vadodara,CASTOR,7,2,256
Vadodara,CASTOR,7,3,419
Vadodara,CASTOR,6,3,486
Vadodara,CASTOR,6,2,339
Vadodara,CASTOR,11,10,909
Vadodara,CASTOR,7,6,857
Vadodara,CASTOR,4,4,952
Vadodara,CASTOR,4,5,874
Vadodara,CASTOR,9,6,963
Vadodara,CASTOR,10,7,1025
Vadodara,CASTOR,11,11,1142
Vadodara,CASTOR,13,11,874
Vadodara,CASTOR,12,13,987
Vadodara,CASTOR,11,12,984
Vadodara,CASTOR,11,13,1025
Vadodara,CASTOR,16,14,1120
Vadodara,CASTOR,15,18,1167
Vadodara,CASTOR,16,19,1200
Vadodara,CASTOR,19,27,1429
Vadodara,CASTOR,17,16,946
Vadodara,CASTOR,14,7,479
Vadodara,CASTOR,10,10,1024
Vadodara,CASTOR,28,43,1511
Vadodara,CASTOR,38,55,1445
Vadodara,CASTOR,133,210,1581
Vadodara,CASTOR,129,180,1400
Vadodara,CASTOR,109,130,1196
Vadodara,CASTOR,141,182,1288
Vadodara,CASTOR,105,136,1294
Vadodara,CASTOR,148,164,1112
Vadodara,CASTOR,139,183,1320
Vadodara,CASTOR,150,202,1346
Vadodara,CASTOR,143,164,1141
Vadodara,CASTOR,117,151,1289
Vadodara,CASTOR,153,111,729
Vadodara,CASTOR,75,94,1249
Vadodara,CASTOR,81,105,1285
Vadodara,CASTOR,58,87,1507
Vadodara,CASTOR,97,102,1055
Vadodara,CASTOR,140,215,1544
Vadodara,CASTOR,115,151,1308
Vadodara,CASTOR,166,227,1370
Vadodara,CASTOR,182,279,1534
Bharuch,CASTOR,18,5,291
Bharuch,CASTOR,15,6,404
Bharuch,CASTOR,12,4,342
Bharuch,CASTOR,9,3,333
Bharuch,CASTOR,11,3,280
Bharuch,CASTOR,10,3,258
Bharuch,CASTOR,9,2,256
Bharuch,CASTOR,8,4,419
Bharuch,CASTOR,8,4,486
Bharuch,CASTOR,7,2,339
Bharuch,CASTOR,5,4,800
Bharuch,CASTOR,4,4,1000
Bharuch,CASTOR,6,5,1167
Bharuch,CASTOR,6,6,1200
Bharuch,CASTOR,9,7,1429
Bharuch,CASTOR,10,7,946
Bharuch,CASTOR,14,14,479
Bharuch,CASTOR,9,8,1024
Bharuch,CASTOR,15,17,1511
Bharuch,CASTOR,14,15,1445
Bharuch,CASTOR,12,15,1581
Bharuch,CASTOR,10,9,1400
Bharuch,CASTOR,10,12,1196
Bharuch,CASTOR,11,14,1200
Bharuch,CASTOR,14,20,1429
Bharuch,CASTOR,33,31,946
Bharuch,CASTOR,28,14,479
Bharuch,CASTOR,25,26,1024
Bharuch,CASTOR,19,28,1511
Bharuch,CASTOR,23,33,1445
Bharuch,CASTOR,23,37,1581
Bharuch,CASTOR,17,24,1400
Bharuch,CASTOR,28,49,1763
Bharuch,CASTOR,15,24,1629
Bharuch,CASTOR,19,37,1906
Bharuch,CASTOR,11,15,1310
Bharuch,CASTOR,12,31,2513
Bharuch,CASTOR,11,26,2309
Bharuch,CASTOR,11,29,2754
Bharuch,CASTOR,16,31,1861
Bharuch,CASTOR,20,27,1393
Bharuch,CASTOR,11,19,1814
Bharuch,CASTOR,12,14,1169
Bharuch,CASTOR,10,18,1864
Bharuch,CASTOR,20,35,1708
Bharuch,CASTOR,23,45,1947
Bharuch,CASTOR,12,23,1799
Bharuch,CASTOR,64,127,1978
Bharuch,CASTOR,78,154,1963
Gandhinagar,CASTOR,2,3,375
Gandhinagar,CASTOR,2,2,389
Gandhinagar,CASTOR,3,3,408
Gandhinagar,CASTOR,5,2,412
Gandhinagar,CASTOR,6,3,420
Gandhinagar,CASTOR,7,3,420
Gandhinagar,CASTOR,10,2,255
Gandhinagar,CASTOR,9,4,119
Gandhinagar,CASTOR,10,5,486
Gandhinagar,CASTOR,8,3,339
Gandhinagar,CASTOR,10,9,900
Gandhinagar,CASTOR,10,9,900
Gandhinagar,CASTOR,10,10,1025
Gandhinagar,CASTOR,13,12,1007
Gandhinagar,CASTOR,9,7,1129
Gandhinagar,CASTOR,8,6,735
Gandhinagar,CASTOR,8,8,961
Gandhinagar,CASTOR,11,10,1242
Gandhinagar,CASTOR,12,13,1124
Gandhinagar,CASTOR,13,13,1235
Gandhinagar,CASTOR,20,24,1147
Gandhinagar,CASTOR,70,63,1024
Gandhinagar,CASTOR,90,105,1167
Gandhinagar,CASTOR,92,111,1200
Gandhinagar,CASTOR,95,136,1429
Gandhinagar,CASTOR,100,94,946
Gandhinagar,CASTOR,90,43,479
Gandhinagar,CASTOR,50,71,1412
Gandhinagar,CASTOR,90,119,1325
Gandhinagar,CASTOR,100,140,1399
Gandhinagar,CASTOR,124,198,1588
Gandhinagar,CASTOR,112,157,1400
Gandhinagar,CASTOR,114,189,1655
Gandhinagar,CASTOR,113,236,2096
Gandhinagar,CASTOR,94,146,1552
Gandhinagar,CASTOR,114,197,1725
Gandhinagar,CASTOR,127,319,2513
Gandhinagar,CASTOR,112,260,2309
Gandhinagar,CASTOR,108,259,2396
Gandhinagar,CASTOR,104,230,2222
Gandhinagar,CASTOR,82,113,1368
Gandhinagar,CASTOR,78,128,1623
Gandhinagar,CASTOR,75,170,2272
Gandhinagar,CASTOR,179,367,2057
Gandhinagar,CASTOR,291,513,1764
Gandhinagar,CASTOR,246,537,2186
Gandhinagar,CASTOR,272,545,2006
Gandhinagar,CASTOR,243,541,2228
Gandhinagar,CASTOR,299,644,2153
Kheda,CASTOR,15,5,314
Kheda,CASTOR,12,4,364
Kheda,CASTOR,15,6,370
Kheda,CASTOR,13,5,385
Kheda,CASTOR,15,6,392
Kheda,CASTOR,14,5,370
Kheda,CASTOR,19,5,256
Kheda,CASTOR,21,9,419
Kheda,CASTOR,15,7,486
Kheda,CASTOR,14,5,339
Kheda,CASTOR,21,19,1223
Kheda,CASTOR,23,21,1100
Kheda,CASTOR,34,31,1148
Kheda,CASTOR,19,18,1333
Kheda,CASTOR,10,7,875
Kheda,CASTOR,10,7,428
Kheda,CASTOR,12,12,1731
Kheda,CASTOR,19,17,1240
Kheda,CASTOR,28,30,978
Kheda,CASTOR,15,15,1121
Kheda,CASTOR,13,15,1024
Kheda,CASTOR,19,17,861
Kheda,CASTOR,26,31,1167
Kheda,CASTOR,33,39,1200
Kheda,CASTOR,73,104,1429
Kheda,CASTOR,49,47,946
Kheda,CASTOR,36,27,479
Kheda,CASTOR,22,23,1024
Kheda,CASTOR,32,48,1511
Kheda,CASTOR,64,92,1445
Kheda,CASTOR,85,134,1426
Kheda,CASTOR,74,50,685
Kheda,CASTOR,60,66,1109
Kheda,CASTOR,54,77,1420
Kheda,CASTOR,207,395,2014
Kheda,CASTOR,209,176,840
Kheda,CASTOR,172,197,1144
Kheda,CASTOR,163,217,1333
Kheda,CASTOR,76,101,1334
Kheda,CASTOR,82,115,1410
Kheda,CASTOR,137,84,613
Kheda,CASTOR,73,54,742
Kheda,CASTOR,91,103,1141
Kheda,CASTOR,62,96,1539
Kheda,CASTOR,67,99,1489
Kheda,CASTOR,105,164,1562
Kheda,CASTOR,79,119,1501
Kheda,CASTOR,174,275,1585
Kheda,CASTOR,144,208,1448
Mehsana,CASTOR,266,60,219
Mehsana,CASTOR,241,94,387
Mehsana,CASTOR,225,80,347
Mehsana,CASTOR,218,75,344
Mehsana,CASTOR,193,59,297
Mehsana,CASTOR,205,52,247
Mehsana,CASTOR,200,69,344
Mehsana,CASTOR,202,111,547
Mehsana,CASTOR,196,67,341
Mehsana,CASTOR,164,65,399
Mehsana,CASTOR,168,122,727
Mehsana,CASTOR,157,161,1030
Mehsana,CASTOR,135,127,936
Mehsana,CASTOR,228,288,1262
Mehsana,CASTOR,277,306,1106
Mehsana,CASTOR,285,316,1111
Mehsana,CASTOR,320,427,1331
Mehsana,CASTOR,360,560,1555
Mehsana,CASTOR,434,629,1447
Mehsana,CASTOR,421,561,1330
Mehsana,CASTOR,465,540,1161
Mehsana,CASTOR,550,756,1373
Mehsana,CASTOR,609,998,1639
Mehsana,CASTOR,634,992,1563
Mehsana,CASTOR,721,1083,1501
Mehsana,CASTOR,650,595,916
Mehsana,CASTOR,521,319,611
Mehsana,CASTOR,229,254,1111
Mehsana,CASTOR,358,675,1888
Mehsana,CASTOR,509,834,1638
Mehsana,CASTOR,486,892,1836
Mehsana,CASTOR,710,1290,1818
Mehsana,CASTOR,839,1358,1620
Mehsana,CASTOR,853,1624,1905
Mehsana,CASTOR,976,1827,1873
Mehsana,CASTOR,887,1565,1765
Mehsana,CASTOR,913,1959,2144
Mehsana,CASTOR,952,1886,1982
Mehsana,CASTOR,928,1773,1911
Mehsana,CASTOR,783,1418,1811
Mehsana,CASTOR,820,948,1156
Mehsana,CASTOR,754,1117,1481
Mehsana,CASTOR,468,639,1364
Mehsana,CASTOR,268,461,1719
Mehsana,CASTOR,348,599,1719
Mehsana,CASTOR,341,642,1882
Mehsana,CASTOR,353,685,1942
Mehsana,CASTOR,425,919,2163
Mehsana,CASTOR,582,1162,1995
Panchmahal,CASTOR,7,2,319
Panchmahal,CASTOR,4,2,370
Panchmahal,CASTOR,7,2,364
Panchmahal,CASTOR,8,3,375
Panchmahal,CASTOR,6,2,359
Panchmahal,CASTOR,4,1,196
Panchmahal,CASTOR,5,1,226
Panchmahal,CASTOR,8,3,419
Panchmahal,CASTOR,10,5,486
Panchmahal,CASTOR,7,2,339
Panchmahal,CASTOR,7,6,857
Panchmahal,CASTOR,7,7,1000
Panchmahal,CASTOR,5,4,985
Panchmahal,CASTOR,4,4,1025
Panchmahal,CASTOR,2,2,1036
Panchmahal,CASTOR,4,3,1123
Panchmahal,CASTOR,3,3,1048
Panchmahal,CASTOR,3,3,1086
Panchmahal,CASTOR,2,2,1098
Panchmahal,CASTOR,2,2,1147
Panchmahal,CASTOR,3,4,1156
Panchmahal,CASTOR,4,4,1167
Panchmahal,CASTOR,5,5,1174
Panchmahal,CASTOR,20,24,1200
Panchmahal,CASTOR,17,24,1429
Panchmahal,CASTOR,20,19,946
Panchmahal,CASTOR,26,12,479
Panchmahal,CASTOR,18,18,1024
Panchmahal,CASTOR,19,29,1511
Panchmahal,CASTOR,13,18,1445
Panchmahal,CASTOR,16,25,1581
Panchmahal,CASTOR,23,32,1400
Panchmahal,CASTOR,20,36,1763
Panchmahal,CASTOR,20,32,1629
Panchmahal,CASTOR,23,43,1906
Panchmahal,CASTOR,18,24,1310
Panchmahal,CASTOR,116,41,2513
Panchmahal,CASTOR,17,40,2309
Panchmahal,CASTOR,38,104,2754
Panchmahal,CASTOR,20,37,1861
Panchmahal,CASTOR,24,34,1393
Panchmahal,CASTOR,25,45,1814
Panchmahal,CASTOR,15,18,1169
Panchmahal,CASTOR,20,38,1864
Panchmahal,CASTOR,26,44,1708
Panchmahal,CASTOR,19,36,1947
Panchmahal,CASTOR,18,34,1799
Panchmahal,CASTOR,19,38,1978
Panchmahal,CASTOR,30,60,1963
Sabarkantha,CASTOR,31,5,247
Sabarkantha,CASTOR,41,13,325
Sabarkantha,CASTOR,45,12,269
Sabarkantha,CASTOR,46,16,348
Sabarkantha,CASTOR,34,10,297
Sabarkantha,CASTOR,35,13,375
Sabarkantha,CASTOR,47,12,256
Sabarkantha,CASTOR,45,18,419
Sabarkantha,CASTOR,54,26,486
Sabarkantha,CASTOR,42,39,921
Sabarkantha,CASTOR,49,44,1011
Sabarkantha,CASTOR,34,32,1197
Sabarkantha,CASTOR,41,38,1002
Sabarkantha,CASTOR,60,47,780
Sabarkantha,CASTOR,66,58,884
Sabarkantha,CASTOR,71,68,954
Sabarkantha,CASTOR,77,134,1735
Sabarkantha,CASTOR,58,51,878
Sabarkantha,CASTOR,58,63,1181
Sabarkantha,CASTOR,56,59,959
Sabarkantha,CASTOR,43,51,1115
Sabarkantha,CASTOR,94,84,1350
Sabarkantha,CASTOR,74,87,1167
Sabarkantha,CASTOR,127,152,1200
Sabarkantha,CASTOR,129,327,1429
Sabarkantha,CASTOR,220,325,1447
Sabarkantha,CASTOR,189,104,550
Sabarkantha,CASTOR,106,58,550
Sabarkantha,CASTOR,272,312,1147
Sabarkantha,CASTOR,334,690,2065
Sabarkantha,CASTOR,532,979,1840
Sabarkantha,CASTOR,503,791,1573
Sabarkantha,CASTOR,470,897,1908
Sabarkantha,CASTOR,560,865,1543
Sabarkantha,CASTOR,581,958,1650
Sabarkantha,CASTOR,624,1072,1720
Sabarkantha,CASTOR,575,1252,2175
Sabarkantha,CASTOR,447,783,1752
Sabarkantha,CASTOR,497,1015,2043
Sabarkantha,CASTOR,500,765,1529
Sabarkantha,CASTOR,485,419,863
Sabarkantha,CASTOR,350,244,698
Sabarkantha,CASTOR,336,162,483
Sabarkantha,CASTOR,304,388,1276
Sabarkantha,CASTOR,364,412,1131
Sabarkantha,CASTOR,432,799,1848
Sabarkantha,CASTOR,387,539,1394
Sabarkantha,CASTOR,435,653,1502
Sabarkantha,CASTOR,480,900,1876
Surat,CASTOR,35,14,375
Surat,CASTOR,38,14,392
Surat,CASTOR,18,6,381
Surat,CASTOR,20,7,350
Surat,CASTOR,24,9,381
Surat,CASTOR,14,5,359
Surat,CASTOR,13,3,256
Surat,CASTOR,13,5,420
Surat,CASTOR,13,6,486
Surat,CASTOR,11,4,339
Surat,CASTOR,8,8,1000
Surat,CASTOR,11,10,909
Surat,CASTOR,9,8,989
Surat,CASTOR,6,6,963
Surat,CASTOR,5,3,1025
Surat,CASTOR,5,3,1036
Surat,CASTOR,10,10,1045
Surat,CASTOR,6,5,1102
Surat,CASTOR,10,10,1165
Surat,CASTOR,6,6,1185
Surat,CASTOR,5,6,1147
Surat,CASTOR,4,7,1168
Surat,CASTOR,4,5,1167
Surat,CASTOR,3,3,1200
Surat,CASTOR,2,3,1429
Surat,CASTOR,5,5,946
Surat,CASTOR,5,2,479
Surat,CASTOR,4,4,1024
Surat,CASTOR,3,5,1511
Surat,CASTOR,3,4,1445
Surat,CASTOR,2,4,1581
Surat,CASTOR,1,2,1400
Surat,CASTOR,1,2,1763
Surat,CASTOR,1,1,1629
Surat,CASTOR,1,3,1906
Surat,CASTOR,1,1,1310
Surat,CASTOR,1,2,2513
Surat,CASTOR,1,3,2309
Surat,CASTOR,1,3,2754
Surat,CASTOR,1,1,1861
Surat,CASTOR,3,4,1393
Surat,CASTOR,4,7,1814
Surat,CASTOR,6,7,1169
Surat,CASTOR,4,7,1864
Surat,CASTOR,3,5,1708
Surat,CASTOR,4,8,1947
Surat,CASTOR,4,7,1799
Surat,CASTOR,2,4,1978
Surat,CASTOR,2,5,1963
Amreli,CASTOR,2,1,219
Amreli,CASTOR,3,1,140
Amreli,CASTOR,5,1,308
Amreli,CASTOR,1,1,1000
Amreli,CASTOR,1,1,443
Amreli,CASTOR,6,1,275
Amreli,CASTOR,2,1,257
Amreli,CASTOR,2,1,417
Amreli,CASTOR,4,2,486
Amreli,CASTOR,3,1,339
Amreli,CASTOR,2,2,1000
Amreli,CASTOR,2,2,1000
Amreli,CASTOR,1,1,1025
Amreli,CASTOR,1,2,1036
Amreli,CASTOR,2,2,1045
Amreli,CASTOR,3,2,1068
Amreli,CASTOR,1,1,1098
Amreli,CASTOR,1,1,1074
Amreli,CASTOR,1,1,1145
Amreli,CASTOR,1,1,1165
Amreli,CASTOR,1,1,1185
Amreli,CASTOR,1,1,1174
Amreli,CASTOR,1,1,1167
Amreli,CASTOR,1,1,1200
