District,Crop,Area,Production,Yield
Panchmahal,WHEAT,2912,412,2145
Panchmahal,WHEAT,338,389,2100
Panchmahal,WHEAT,355,400,2089
Panchmahal,WHEAT,335,470,2035
Panchmahal,WHEAT,332,345,1874
Panchmahal,WHEAT,301,473,1965
Panchmahal,WHEAT,263,384,1821
Panchmahal,WHEAT,291,583,1723
Panchmahal,WHEAT,321,564,1757
Panchmahal,WHEAT,324,651,2009
Panchmahal,WHEAT,303,777,2564
Panchmahal,WHEAT,257,423,1646
Panchmahal,WHEAT,180,374,2078
Panchmahal,WHEAT,118,215,1822
Panchmahal,WHEAT,232,537,2315
Panchmahal,WHEAT,443,653,1474
Panchmahal,WHEAT,430,839,1951
Panchmahal,WHEAT,286,529,1850
Panchmahal,WHEAT,290,584,2014
Panchmahal,WHEAT,248,463,1867
Panchmahal,WHEAT,317,716,2259
Panchmahal,WHEAT,238,439,1845
Panchmahal,WHEAT,418,1088,2603
Panchmahal,WHEAT,707,1448,2048
Panchmahal,WHEAT,672,1561,2323
Panchmahal,WHEAT,208,361,1736
Panchmahal,WHEAT,34,63,1877
Panchmahal,WHEAT,44,81,1833
Panchmahal,WHEAT,165,281,1704
Panchmahal,WHEAT,160,324,2025
Panchmahal,WHEAT,201,395,1965
Panchmahal,WHEAT,198,415,2096
Panchmahal,WHEAT,212,300,1415
Panchmahal,WHEAT,208,424,2038
Panchmahal,WHEAT,199,247,1241
Sabarkantha,WHEAT,237,226,949
Sabarkantha,WHEAT,278,240,862
Sabarkantha,WHEAT,261,270,1038
Sabarkantha,WHEAT,300,247,823
Sabarkantha,WHEAT,264,191,723
Sabarkantha,WHEAT,269,296,1096
Sabarkantha,WHEAT,325,292,1298
Sabarkantha,WHEAT,270,353,1304
Sabarkantha,WHEAT,280,358,1277
Sabarkantha,WHEAT,249,351,1410
Sabarkantha,WHEAT,278,498,1789
Sabarkantha,WHEAT,295,612,2079
Sabarkantha,WHEAT,210,302,1456
Sabarkantha,WHEAT,366,777,2167
Sabarkantha,WHEAT,385,852,2145
Sabarkantha,WHEAT,405,942,2089
Sabarkantha,WHEAT,481,805,2098
Sabarkantha,WHEAT,551,1346,1978
Sabarkantha,WHEAT,506,506,1985
Sabarkantha,WHEAT,442,1114,1874
Sabarkantha,WHEAT,367,929,1765
Sabarkantha,WHEAT,397,831,1852
Sabarkantha,WHEAT,384,710,1849
Sabarkantha,WHEAT,440,865,1966
Sabarkantha,WHEAT,421,982,2333
Sabarkantha,WHEAT,340,738,2171
Sabarkantha,WHEAT,219,482,2201
Sabarkantha,WHEAT,113,207,1830
Sabarkantha,WHEAT,388,872,2246
Sabarkantha,WHEAT,417,815,1953
Sabarkantha,WHEAT,536,1384,2582
Sabarkantha,WHEAT,438,9855,2249
Sabarkantha,WHEAT,432,831,1925
Sabarkantha,WHEAT,469,979,2088
Sabarkantha,WHEAT,686,1771,2581
Sabarkantha,WHEAT,538,1219,2266
Sabarkantha,WHEAT,587,1418,2416
Sabarkantha,WHEAT,650,1565,2407
Sabarkantha,WHEAT,780,1899,2436
Sabarkantha,WHEAT,489,900,1842
Sabarkantha,WHEAT,251,380,1769
Sabarkantha,WHEAT,306,552,1803
Sabarkantha,WHEAT,328,530,1619
Sabarkantha,WHEAT,486,1213,2497
Sabarkantha,WHEAT,427,1012,2370
Sabarkantha,WHEAT,840,2243,2670
Sabarkantha,WHEAT,1057,2722,2575
Sabarkantha,WHEAT,1194,3236,2710
Sabarkantha,WHEAT,900,1981,2200
Surat,WHEAT,115,38,340
Surat,WHEAT,117,51,429
Surat,WHEAT,100,51,507
Surat,WHEAT,112,71,639
Surat,WHEAT,134,83,623
Surat,WHEAT,107,90,841
Surat,WHEAT,99,91,928
Surat,WHEAT,96,110,1150
Surat,WHEAT,97,133,1371
Surat,WHEAT,101,135,1329
Surat,WHEAT,150,224,991
Surat,WHEAT,120,164,1313
Surat,WHEAT,143,196,1248
Surat,WHEAT,169,320,1260
Surat,WHEAT,165,298,1254
Surat,WHEAT,162,297,1221
Surat,WHEAT,163,267,1189
Surat,WHEAT,153,279,1154
Surat,WHEAT,145,138,2563
Surat,WHEAT,168,281,2500
Surat,WHEAT,173,561,2874
Surat,WHEAT,162,300,2912
Surat,WHEAT,122,255,3090
Surat,WHEAT,131,317,2420
Surat,WHEAT,132,266,2015
Surat,WHEAT,100,183,1830
Surat,WHEAT,97,210,2165
Surat,WHEAT,60,73,1217
Surat,WHEAT,63,115,1825
Surat,WHEAT,73,127,1740
Surat,WHEAT,112,182,1625
Surat,WHEAT,79,201,2544
Surat,WHEAT,93,147,1581
Surat,WHEAT,81,136,1679
Surat,WHEAT,73,160,2192
Surat,WHEAT,81,171,2111
Surat,WHEAT,60,123,2050
Surat,WHEAT,53,82,1547
Surat,WHEAT,72,170,2361
Surat,WHEAT,62,119,1919
Surat,WHEAT,54,132,2444
Surat,WHEAT,48,87,1813
Surat,WHEAT,67,116,1748
Surat,WHEAT,67,155,2313
Surat,WHEAT,55,133,2418
Surat,WHEAT,65,163,2508
Surat,WHEAT,69,172,2493
Surat,WHEAT,97,189,1947
Surat,WHEAT,61,139,2264
Amreli,WHEAT,129,127,983
Amreli,WHEAT,120,148,1234
Amreli,WHEAT,104,83,801
Amreli,WHEAT,74,76,1029
Amreli,WHEAT,123,201,1442
Amreli,WHEAT,167,309,1882
Amreli,WHEAT,109,102,928
Amreli,WHEAT,135,156,1150
Amreli,WHEAT,160,219,1371
Amreli,WHEAT,124,64,1329
Amreli,WHEAT,259,389,2207
Amreli,WHEAT,360,493,1403
Amreli,WHEAT,156,239,1982
Amreli,WHEAT,268,532,1717
Amreli,WHEAT,177,254,1745
Amreli,WHEAT,89,169,1763
Amreli,WHEAT,210,346,1654
Amreli,WHEAT,217,440,1632
Amreli,WHEAT,205,205,1600
Amreli,WHEAT,263,657,1520
Amreli,WHEAT,259,627,2852
Amreli,WHEAT,355,1055,2941
Amreli,WHEAT,326,1145,3512
Amreli,WHEAT,441,1263,2819
Amreli,WHEAT,227,514,2269
Amreli,WHEAT,76,165,2171
Amreli,WHEAT,115,271,2358
Amreli,WHEAT,46,93,2031
Amreli,WHEAT,340,1072,3156
Amreli,WHEAT,169,298,1763
Amreli,WHEAT,200,525,2625
Amreli,WHEAT,89,233,2616
Amreli,WHEAT,225,603,2683
Amreli,WHEAT,215,484,2251
Amreli,WHEAT,437,1464,3350
Amreli,WHEAT,181,563,3116
Amreli,WHEAT,288,716,2486
Amreli,WHEAT,173,493,2850
Amreli,WHEAT,256,748,2922
Amreli,WHEAT,78,167,2141
Amreli,WHEAT,26,59,2238
Amreli,WHEAT,112,301,2684
Amreli,WHEAT,78,192,2442
Amreli,WHEAT,116,379,3267
Amreli,WHEAT,191,609,3188
Amreli,WHEAT,270,883,3270
Amreli,WHEAT,278,927,3335
Amreli,WHEAT,467,1817,3895
Amreli,WHEAT,393,1120,2849
Bhavnagar,WHEAT,352,193,548
Bhavnagar,WHEAT,251,285,1133
Bhavnagar,WHEAT,191,153,801
Bhavnagar,WHEAT,199,183,922
Bhavnagar,WHEAT,259,278,1075
Bhavnagar,WHEAT,391,349,892
Bhavnagar,WHEAT,251,216,864
Bhavnagar,WHEAT,246,327,1328
Bhavnagar,WHEAT,277,287,1036
Bhavnagar,WHEAT,243,2159,1064
Bhavnagar,WHEAT,331,521,1577
Bhavnagar,WHEAT,342,477,1394
Bhavnagar,WHEAT,116,171,1479
Bhavnagar,WHEAT,306,561,2255
Bhavnagar,WHEAT,285,541,2232
Bhavnagar,WHEAT,274,699,2145
Bhavnagar,WHEAT,376,1183,2135
Bhavnagar,WHEAT,345,883,2200
Bhavnagar,WHEAT,228,222,2145
Bhavnagar,WHEAT,521,916,2100
Bhavnagar,WHEAT,457,855,1674
Bhavnagar,WHEAT,531,1139,1785
Bhavnagar,WHEAT,575,1176,2045
Bhavnagar,WHEAT,423,1104,2610
Bhavnagar,WHEAT,279,606,2172
Bhavnagar,WHEAT,220,383,1741
Bhavnagar,WHEAT,77,166,2135
Bhavnagar,WHEAT,35,53,1533
Bhavnagar,WHEAT,439,1065,2426
Bhavnagar,WHEAT,673,1332,1979
Bhavnagar,WHEAT,694,1361,1961
Bhavnagar,WHEAT,103,240,2330
Bhavnagar,WHEAT,278,519,1867
Bhavnagar,WHEAT,233,483,2073
Bhavnagar,WHEAT,281,678,2413
Bhavnagar,WHEAT,91,191,2099
Bhavnagar,WHEAT,200,323,1615
Bhavnagar,WHEAT,105,238,2267
Bhavnagar,WHEAT,254,568,2236
Bhavnagar,WHEAT,68,108,1588
Bhavnagar,WHEAT,10,23,2273
Bhavnagar,WHEAT,94,127,1984
Bhavnagar,WHEAT,128,292,2278
Bhavnagar,WHEAT,135,343,2541
Bhavnagar,WHEAT,60,170,2833
Bhavnagar,WHEAT,317,910,2871
Bhavnagar,WHEAT,333,930,2793
Bhavnagar,WHEAT,495,1600,3232
Bhavnagar,WHEAT,339,880,2596
Jamnagar,WHEAT,138,98,705
Jamnagar,WHEAT,162,190,1174
Jamnagar,WHEAT,152,152,993
Jamnagar,WHEAT,192,122,636
Jamnagar,WHEAT,158,157,996
Jamnagar,WHEAT,265,314,1187
Jamnagar,WHEAT,148,144,979
Jamnagar,WHEAT,325,427,1310
Jamnagar,WHEAT,254,277,1092
Jamnagar,WHEAT,182,217,1193
Jamnagar,WHEAT,256,453,1771
Jamnagar,WHEAT,312,490,1569
Jamnagar,WHEAT,71,107,1256
Jamnagar,WHEAT,54,110,1662
Jamnagar,WHEAT,145,112,1645
Jamnagar,WHEAT,264,427,1658
Jamnagar,WHEAT,268,384,1587
Jamnagar,WHEAT,212,394,1895
Jamnagar,WHEAT,208,197,1985
Jamnagar,WHEAT,315,592,2145
Jamnagar,WHEAT,312,753,2015
Jamnagar,WHEAT,312,737,2235
Jamnagar,WHEAT,319,763,2392
Jamnagar,WHEAT,368,870,2364
Jamnagar,WHEAT,325,542,1668
Jamnagar,WHEAT,54,83,1537
Jamnagar,WHEAT,44,55,1250
Jamnagar,WHEAT,5,8,1703
Jamnagar,WHEAT,312,688,2205
Jamnagar,WHEAT,230,465,2022
Jamnagar,WHEAT,276,216,783
Jamnagar,WHEAT,61,136,2230
Jamnagar,WHEAT,232,561,2418
Jamnagar,WHEAT,30,57,1893
Jamnagar,WHEAT,345,1032,2991
Jamnagar,WHEAT,108,257,2380
Jamnagar,WHEAT,98,286,2918
Jamnagar,WHEAT,222,613,2761
Jamnagar,WHEAT,203,518,2552
Jamnagar,WHEAT,47,80,1702
Jamnagar,WHEAT,16,37,2313
Jamnagar,WHEAT,98,278,2837
Jamnagar,WHEAT,30,72,2438
Jamnagar,WHEAT,376,1334,3548
Jamnagar,WHEAT,148,473,3196
Jamnagar,WHEAT,291,793,2725
Jamnagar,WHEAT,499,1465,2936
Jamnagar,WHEAT,485,1810,3732
Jamnagar,WHEAT,356,1171,3289
Junagadh,WHEAT,153,197,1289
Junagadh,WHEAT,202,263,1302
Junagadh,WHEAT,258,279,1082
Junagadh,WHEAT,180,207,1147
Junagadh,WHEAT,298,489,1442
Junagadh,WHEAT,343,549,1599
Junagadh,WHEAT,165,254,1536
Junagadh,WHEAT,335,584,1745
Junagadh,WHEAT,328,541,1651
Junagadh,WHEAT,294,495,1682
Junagadh,WHEAT,422,859,2035
Junagadh,WHEAT,377,763,2023
Junagadh,WHEAT,203,374,1843
Junagadh,WHEAT,200,391,1954
Junagadh,WHEAT,212,412,2145
Junagadh,WHEAT,215,433,3194
Junagadh,WHEAT,327,641,2828
Junagadh,WHEAT,306,732,4110
Junagadh,WHEAT,299,299,3475
Junagadh,WHEAT,296,735,3713
Junagadh,WHEAT,275,728,3639
Junagadh,WHEAT,329,1004,3744
Junagadh,WHEAT,457,1410,3085
Junagadh,WHEAT,481,1555,2133
Junagadh,WHEAT,467,1345,2880
Junagadh,WHEAT,234,632,2702
Junagadh,WHEAT,218,595,2734
Junagadh,WHEAT,45,58,1306
Junagadh,WHEAT,487,1689,3470
Junagadh,WHEAT,567,1514,2672
Junagadh,WHEAT,389,1193,3067
Junagadh,WHEAT,214,644,3009
Junagadh,WHEAT,794,2535,3194
Junagadh,WHEAT,222,628,2828
Junagadh,WHEAT,676,2778,4110
Junagadh,WHEAT,513,1782,3475
Junagadh,WHEAT,347,1287,3713
Junagadh,WHEAT,657,2391,3639
Junagadh,WHEAT,691,2586,3744
Junagadh,WHEAT,209,595,2844
Junagadh,WHEAT,58,137,2386
Junagadh,WHEAT,695,2356,3392
Junagadh,WHEAT,147,452,3076
Junagadh,WHEAT,903,3339,3696
Junagadh,WHEAT,950,3400,3579
Junagadh,WHEAT,1090,4139,3797
Junagadh,WHEAT,1423,5214,3664
Junagadh,WHEAT,1796,7590,4225
Junagadh,WHEAT,1881,5516,2933
Kutchh,WHEAT,79,86,874
Kutchh,WHEAT,107,198,896
Kutchh,WHEAT,45,150,993
Kutchh,WHEAT,43,45,1013
Kutchh,WHEAT,60,58,955
Kutchh,WHEAT,96,80,841
Kutchh,WHEAT,64,59,929
Kutchh,WHEAT,116,132,1150
Kutchh,WHEAT,142,194,1371
Kutchh,WHEAT,135,180,1329
Kutchh,WHEAT,141,211,1755
Kutchh,WHEAT,131,180,1703
Kutchh,WHEAT,110,169,2185
Kutchh,WHEAT,100,204,2705
Kutchh,WHEAT,103,194,2741
Kutchh,WHEAT,108,193,2653
Kutchh,WHEAT,102,165,2685
Kutchh,WHEAT,99,201,2241
Kutchh,WHEAT,137,137,2345
Kutchh,WHEAT,188,365,2145
Kutchh,WHEAT,152,359,1984
Kutchh,WHEAT,222,384,1845
Kutchh,WHEAT,209,408,1952
Kutchh,WHEAT,181,487,2593
Kutchh,WHEAT,123,339,2757
Kutchh,WHEAT,120,359,2981
Kutchh,WHEAT,127,376,2963
Kutchh,WHEAT,87,197,2267
Kutchh,WHEAT,142,409,2880
Kutchh,WHEAT,140,276,1971
Kutchh,WHEAT,140,360,2571
Kutchh,WHEAT,96,280,2917
Kutchh,WHEAT,130,302,2330
Kutchh,WHEAT,111,293,2651
Kutchh,WHEAT,115,308,2673
Kutchh,WHEAT,90,231,2544
Kutchh,WHEAT,97,241,2485
Kutchh,WHEAT,145,431,2967
Kutchh,WHEAT,129,360,2777
Kutchh,WHEAT,169,480,2833
Kutchh,WHEAT,111,272,2451
Kutchh,WHEAT,136,359,2640
Kutchh,WHEAT,162,396,2437
Kutchh,WHEAT,169,468,2770
Kutchh,WHEAT,116,292,2517
Kutchh,WHEAT,79,203,2570
Kutchh,WHEAT,255,663,2600
Kutchh,WHEAT,302,843,2790
Kutchh,WHEAT,201,552,2746
Rajkot,WHEAT,226,234,1037
Rajkot,WHEAT,201,269,1344
Rajkot,WHEAT,152,35,758
Rajkot,WHEAT,112,71,636
Rajkot,WHEAT,178,178,996
Rajkot,WHEAT,325,452,1385
Rajkot,WHEAT,175,184,1052
Rajkot,WHEAT,384,684,1781
Rajkot,WHEAT,324,487,1505
Rajkot,WHEAT,161,277,1722
Rajkot,WHEAT,472,1077,2284
Rajkot,WHEAT,462,740,1601
Rajkot,WHEAT,57,90,1591
Rajkot,WHEAT,41,69,1692
Rajkot,WHEAT,57,745,1645
Rajkot,WHEAT,507,838,1623
Rajkot,WHEAT,556,961,1589
Rajkot,WHEAT,493,1185,1574
Rajkot,WHEAT,270,270,2145
Rajkot,WHEAT,454,1170,2345
Rajkot,WHEAT,575,1658,2196
Rajkot,WHEAT,573,1681,2478
Rajkot,WHEAT,418,1026,2455
Rajkot,WHEAT,764,2265,2965
Rajkot,WHEAT,632,1715,2716
Rajkot,WHEAT,62,138,2239
Rajkot,WHEAT,43,94,2198
Rajkot,WHEAT,16,20,1223
Rajkot,WHEAT,828,2732,3300
Rajkot,WHEAT,488,950,1946
Rajkot,WHEAT,531,1313,2473
Rajkot,WHEAT,120,303,2525
Rajkot,WHEAT,744,2345,3151
Rajkot,WHEAT,186,376,2023
Rajkot,WHEAT,730,2742,3756
Rajkot,WHEAT,140,437,3116
Rajkot,WHEAT,223,743,3340
Rajkot,WHEAT,635,2251,3545
Rajkot,WHEAT,429,1392,3171
Rajkot,WHEAT,90,276,3062
Rajkot,WHEAT,29,245,2281
Rajkot,WHEAT,101,268,2620
Rajkot,WHEAT,128,344,2684
Rajkot,WHEAT,619,2494,4031
Rajkot,WHEAT,362,1284,3547
Rajkot,WHEAT,737,2687,3646
Rajkot,WHEAT,842,3056,3629
Rajkot,WHEAT,909,3424,3767
Rajkot,WHEAT,970,3178,3277
Surendranagar,WHEAT,171,134,788
Surendranagar,WHEAT,261,268,1031
Surendranagar,WHEAT,198,135,680
Surendranagar,WHEAT,217,174,803
Surendranagar,WHEAT,209,177,847
Surendranagar,WHEAT,230,193,869
Surendranagar,WHEAT,264,190,718
Surendranagar,WHEAT,281,269,958
Surendranagar,WHEAT,212,130,612
Surendranagar,WHEAT,115,92,801
Surendranagar,WHEAT,253,250,990
Surendranagar,WHEAT,264,273,1035
Surendranagar,WHEAT,142,130,1090
Surendranagar,WHEAT,201,225,1996
Surendranagar,WHEAT,212,214,1945
Surendranagar,WHEAT,280,259,1856
Surendranagar,WHEAT,248,198,1874
Surendranagar,WHEAT,240,284,1765
Surendranagar,WHEAT,201,150,1721
Surendranagar,WHEAT,337,371,1456
Surendranagar,WHEAT,352,336,1325
Surendranagar,WHEAT,257,317,1382
Surendranagar,WHEAT,252,346,1373
Surendranagar,WHEAT,355,652,1837
Surendranagar,WHEAT,336,515,1533
Surendranagar,WHEAT,165,137,830
Surendranagar,WHEAT,85,104,1224
Surendranagar,WHEAT,27,47,1703
Surendranagar,WHEAT,323,688,2130
Surendranagar,WHEAT,193,250,1295
Surendranagar,WHEAT,391,680,1739
Surendranagar,WHEAT,106,190,1792
Surendranagar,WHEAT,165,237,1436
Surendranagar,WHEAT,158,221,1399
Surendranagar,WHEAT,243,504,2074
Surendranagar,WHEAT,140,217,1550
Surendranagar,WHEAT,208,452,2173
Surendranagar,WHEAT,225,468,2080
Surendranagar,WHEAT,206,359,1694
Surendranagar,WHEAT,190,387,2037
Surendranagar,WHEAT,129,298,2310
Surendranagar,WHEAT,119,269,2260
Surendranagar,WHEAT,153,283,1849
Surendranagar,WHEAT,261,673,2579
Surendranagar,WHEAT,255,524,2055
Surendranagar,WHEAT,353,775,2195
Surendranagar,WHEAT,324,731,2256
Surendranagar,WHEAT,410,1193,2910
Surendranagar,WHEAT,365,867,2375
